candidate_id,name,years_experience,education_level,skills,resume_text
C0112,Candidate_112,4,phd,spark;machine learning;docker;deep learning;communication;sql;power bi;streamlit,"Candidate Candidate_112 has 4 years of experience. Primary skills include spark, machine learning, docker, deep learning, communication, sql, power bi, streamlit. Education level: phd."
C0113,Candidate_113,4,bachelor,tableau;project management;kubernetes;spark;leadership;docker;deep learning;communication;fastapi,"Candidate Candidate_113 has 4 years of experience. Primary skills include tableau, project management, kubernetes, spark, leadership, docker, deep learning, communication, fastapi. Education level: bachelor."
C0114,Candidate_114,9,phd,azure;project management;nlp;machine learning;kubernetes;etl;communication,"Candidate Candidate_114 has 9 years of experience. Primary skills include azure, project management, nlp, machine learning, kubernetes, etl, communication. Education level: phd."
C0115,Candidate_115,4,phd,project management;kubernetes;python;tableau;git;spark,"Candidate Candidate_115 has 4 years of experience. Primary skills include project management, kubernetes, python, tableau, git, spark. Education level: phd."
C0116,Candidate_116,5,phd,communication;fastapi;leadership;statistics;power bi,"Candidate Candidate_116 has 5 years of experience. Primary skills include communication, fastapi, leadership, statistics, power bi. Education level: phd."
C0117,Candidate_117,4,phd,power bi;azure;docker;etl;fastapi;spark;project management,"Candidate Candidate_117 has 4 years of experience. Primary skills include power bi, azure, docker, etl, fastapi, spark, project management. Education level: phd."
C0118,Candidate_118,1,bachelor,power bi;leadership;etl;fastapi,"Candidate Candidate_118 has 1 years of experience. Primary skills include power bi, leadership, etl, fastapi. Education level: bachelor."
C0119,Candidate_119,7,phd,sql;nlp;project management;power bi;deep learning;spark;communication,"Candidate Candidate_119 has 7 years of experience. Primary skills include sql, nlp, project management, power bi, deep learning, spark, communication. Education level: phd."
C0120,Candidate_120,6,phd,project management;communication;python;nlp,"Candidate Candidate_120 has 6 years of experience. Primary skills include project management, communication, python, nlp. Education level: phd."
C0121,Candidate_121,6,high_school,nlp;machine learning;leadership;kubernetes;power bi;tableau;statistics;azure;fastapi,"Candidate Candidate_121 has 6 years of experience. Primary skills include nlp, machine learning, leadership, kubernetes, power bi, tableau, statistics, azure, fastapi. Education level: high_school."
C0122,Candidate_122,2,high_school,fastapi;etl;power bi;leadership;sql;tableau,"Candidate Candidate_122 has 2 years of experience. Primary skills include fastapi, etl, power bi, leadership, sql, tableau. Education level: high_school."
C0123,Candidate_123,7,high_school,tableau;docker;machine learning;spark;deep learning,"Candidate Candidate_123 has 7 years of experience. Primary skills include tableau, docker, machine learning, spark, deep learning. Education level: high_school."
C0124,Candidate_124,1,master,aws;tableau;python;sql;power bi;etl;fastapi,"Candidate Candidate_124 has 1 years of experience. Primary skills include aws, tableau, python, sql, power bi, etl, fastapi. Education level: master."
C0125,Candidate_125,5,bachelor,statistics;spark;nlp;docker;streamlit;tableau,"Candidate Candidate_125 has 5 years of experience. Primary skills include statistics, spark, nlp, docker, streamlit, tableau. Education level: bachelor."
C0126,Candidate_126,9,bachelor,aws;machine learning;etl;docker;leadership,"Candidate Candidate_126 has 9 years of experience. Primary skills include aws, machine learning, etl, docker, leadership. Education level: bachelor."
C0127,Candidate_127,2,phd,communication;kubernetes;git;streamlit;python,"Candidate Candidate_127 has 2 years of experience. Primary skills include communication, kubernetes, git, streamlit, python. Education level: phd."
C0128,Candidate_128,3,master,fastapi;aws;machine learning;communication;statistics;tableau,"Candidate Candidate_128 has 3 years of experience. Primary skills include fastapi, aws, machine learning, communication, statistics, tableau. Education level: master."
C0129,Candidate_129,4,bachelor,spark;kubernetes;communication;tableau;azure;leadership;git;docker;sql,"Candidate Candidate_129 has 4 years of experience. Primary skills include spark, kubernetes, communication, tableau, azure, leadership, git, docker, sql. Education level: bachelor."
C0130,Candidate_130,3,phd,streamlit;statistics;tableau;fastapi;python;spark;power bi,"Candidate Candidate_130 has 3 years of experience. Primary skills include streamlit, statistics, tableau, fastapi, python, spark, power bi. Education level: phd."
C0131,Candidate_131,1,bachelor,python;streamlit;sql;leadership;tableau;etl,"Candidate Candidate_131 has 1 years of experience. Primary skills include python, streamlit, sql, leadership, tableau, etl. Education level: bachelor."
C0132,Candidate_132,4,high_school,statistics;docker;azure;kubernetes;nlp;power bi;sql;communication,"Candidate Candidate_132 has 4 years of experience. Primary skills include statistics, docker, azure, kubernetes, nlp, power bi, sql, communication. Education level: high_school."
C0133,Candidate_133,2,master,communication;sql;statistics;nlp;machine learning;git,"Candidate Candidate_133 has 2 years of experience. Primary skills include communication, sql, statistics, nlp, machine learning, git. Education level: master."
C0134,Candidate_134,5,master,spark;aws;azure;nlp;statistics;kubernetes,"Candidate Candidate_134 has 5 years of experience. Primary skills include spark, aws, azure, nlp, statistics, kubernetes. Education level: master."
C0135,Candidate_135,2,phd,kubernetes;leadership;tableau;power bi;deep learning,"Candidate Candidate_135 has 2 years of experience. Primary skills include kubernetes, leadership, tableau, power bi, deep learning. Education level: phd."
C0136,Candidate_136,7,high_school,nlp;docker;etl;statistics,"Candidate Candidate_136 has 7 years of experience. Primary skills include nlp, docker, etl, statistics. Education level: high_school."
C0137,Candidate_137,2,master,python;kubernetes;fastapi;deep learning;communication;aws;power bi,"Candidate Candidate_137 has 2 years of experience. Primary skills include python, kubernetes, fastapi, deep learning, communication, aws, power bi. Education level: master."
C0138,Candidate_138,3,master,etl;statistics;deep learning;docker;leadership;python;tableau;kubernetes,"Candidate Candidate_138 has 3 years of experience. Primary skills include etl, statistics, deep learning, docker, leadership, python, tableau, kubernetes. Education level: master."
C0139,Candidate_139,6,high_school,docker;machine learning;communication;tableau;spark;sql;streamlit;python,"Candidate Candidate_139 has 6 years of experience. Primary skills include docker, machine learning, communication, tableau, spark, sql, streamlit, python. Education level: high_school."
C0140,Candidate_140,1,phd,leadership;deep learning;streamlit;docker;nlp;azure,"Candidate Candidate_140 has 1 years of experience. Primary skills include leadership, deep learning, streamlit, docker, nlp, azure. Education level: phd."
C0141,Candidate_141,5,phd,fastapi;spark;nlp;streamlit;deep learning;project management,"Candidate Candidate_141 has 5 years of experience. Primary skills include fastapi, spark, nlp, streamlit, deep learning, project management. Education level: phd."
C0142,Candidate_142,7,master,spark;kubernetes;sql;statistics;azure;docker;communication;deep learning,"Candidate Candidate_142 has 7 years of experience. Primary skills include spark, kubernetes, sql, statistics, azure, docker, communication, deep learning. Education level: master."
C0143,Candidate_143,0,phd,statistics;fastapi;git;sql,"Candidate Candidate_143 has 0 years of experience. Primary skills include statistics, fastapi, git, sql. Education level: phd."
C0144,Candidate_144,4,high_school,azure;deep learning;communication;machine learning;git;power bi,"Candidate Candidate_144 has 4 years of experience. Primary skills include azure, deep learning, communication, machine learning, git, power bi. Education level: high_school."
C0145,Candidate_145,5,high_school,power bi;docker;nlp;azure,"Candidate Candidate_145 has 5 years of experience. Primary skills include power bi, docker, nlp, azure. Education level: high_school."
C0146,Candidate_146,6,high_school,azure;streamlit;git;docker;power bi;etl;machine learning;communication,"Candidate Candidate_146 has 6 years of experience. Primary skills include azure, streamlit, git, docker, power bi, etl, machine learning, communication. Education level: high_school."
C0147,Candidate_147,1,high_school,nlp;git;fastapi;kubernetes;aws;sql,"Candidate Candidate_147 has 1 years of experience. Primary skills include nlp, git, fastapi, kubernetes, aws, sql. Education level: high_school."
C0148,Candidate_148,1,bachelor,python;statistics;docker;power bi;git,"Candidate Candidate_148 has 1 years of experience. Primary skills include python, statistics, docker, power bi, git. Education level: bachelor."
C0149,Candidate_149,5,high_school,sql;nlp;spark;project management;deep learning;statistics,"Candidate Candidate_149 has 5 years of experience. Primary skills include sql, nlp, spark, project management, deep learning, statistics. Education level: high_school."
C0150,Candidate_150,5,high_school,communication;statistics;project management;deep learning;git;kubernetes;fastapi,"Candidate Candidate_150 has 5 years of experience. Primary skills include communication, statistics, project management, deep learning, git, kubernetes, fastapi. Education level: high_school."
C0151,Candidate_151,5,high_school,project management;tableau;communication;python;sql;docker;spark;azure;etl,"Candidate Candidate_151 has 5 years of experience. Primary skills include project management, tableau, communication, python, sql, docker, spark, azure, etl. Education level: high_school."
C0152,Candidate_152,5,master,communication;machine learning;streamlit;power bi;nlp;sql;fastapi,"Candidate Candidate_152 has 5 years of experience. Primary skills include communication, machine learning, streamlit, power bi, nlp, sql, fastapi. Education level: master."
C0153,Candidate_153,3,phd,streamlit;fastapi;power bi;etl;tableau;docker;kubernetes;leadership,"Candidate Candidate_153 has 3 years of experience. Primary skills include streamlit, fastapi, power bi, etl, tableau, docker, kubernetes, leadership. Education level: phd."
C0154,Candidate_154,5,phd,deep learning;fastapi;azure;spark,"Candidate Candidate_154 has 5 years of experience. Primary skills include deep learning, fastapi, azure, spark. Education level: phd."
C0155,Candidate_155,5,high_school,spark;power bi;communication;etl;git,"Candidate Candidate_155 has 5 years of experience. Primary skills include spark, power bi, communication, etl, git. Education level: high_school."
C0156,Candidate_156,2,phd,spark;power bi;kubernetes;statistics;nlp;streamlit,"Candidate Candidate_156 has 2 years of experience. Primary skills include spark, power bi, kubernetes, statistics, nlp, streamlit. Education level: phd."
C0157,Candidate_157,8,high_school,machine learning;git;streamlit;spark,"Candidate Candidate_157 has 8 years of experience. Primary skills include machine learning, git, streamlit, spark. Education level: high_school."
C0158,Candidate_158,5,phd,statistics;nlp;fastapi;sql;power bi;leadership;project management;azure;aws,"Candidate Candidate_158 has 5 years of experience. Primary skills include statistics, nlp, fastapi, sql, power bi, leadership, project management, azure, aws. Education level: phd."
C0159,Candidate_159,1,phd,sql;tableau;streamlit;statistics;deep learning;fastapi;kubernetes;leadership;machine learning,"Candidate Candidate_159 has 1 years of experience. Primary skills include sql, tableau, streamlit, statistics, deep learning, fastapi, kubernetes, leadership, machine learning. Education level: phd."
C0160,Candidate_160,5,master,deep learning;statistics;fastapi;streamlit;git,"Candidate Candidate_160 has 5 years of experience. Primary skills include deep learning, statistics, fastapi, streamlit, git. Education level: master."
C0161,Candidate_161,2,master,docker;spark;fastapi;python;kubernetes;project management;machine learning;nlp,"Candidate Candidate_161 has 2 years of experience. Primary skills include docker, spark, fastapi, python, kubernetes, project management, machine learning, nlp. Education level: master."
C0162,Candidate_162,6,bachelor,statistics;python;aws;nlp;etl;sql,"Candidate Candidate_162 has 6 years of experience. Primary skills include statistics, python, aws, nlp, etl, sql. Education level: bachelor."
C0163,Candidate_163,7,master,python;machine learning;project management;azure;etl;fastapi;docker;aws;streamlit,"Candidate Candidate_163 has 7 years of experience. Primary skills include python, machine learning, project management, azure, etl, fastapi, docker, aws, streamlit. Education level: master."
C0164,Candidate_164,2,high_school,power bi;streamlit;machine learning;sql;nlp;fastapi,"Candidate Candidate_164 has 2 years of experience. Primary skills include power bi, streamlit, machine learning, sql, nlp, fastapi. Education level: high_school."
C0165,Candidate_165,6,bachelor,machine learning;kubernetes;communication;spark;leadership;tableau;docker;azure;nlp,"Candidate Candidate_165 has 6 years of experience. Primary skills include machine learning, kubernetes, communication, spark, leadership, tableau, docker, azure, nlp. Education level: bachelor."
C0166,Candidate_166,5,phd,deep learning;statistics;spark;git;tableau;power bi;communication;leadership,"Candidate Candidate_166 has 5 years of experience. Primary skills include deep learning, statistics, spark, git, tableau, power bi, communication, leadership. Education level: phd."
C0167,Candidate_167,6,bachelor,tableau;sql;docker;etl;streamlit;python;deep learning;nlp,"Candidate Candidate_167 has 6 years of experience. Primary skills include tableau, sql, docker, etl, streamlit, python, deep learning, nlp. Education level: bachelor."
C0168,Candidate_168,8,phd,kubernetes;tableau;power bi;deep learning;python,"Candidate Candidate_168 has 8 years of experience. Primary skills include kubernetes, tableau, power bi, deep learning, python. Education level: phd."
C0169,Candidate_169,3,high_school,spark;aws;nlp;etl;docker;kubernetes;communication;power bi;streamlit,"Candidate Candidate_169 has 3 years of experience. Primary skills include spark, aws, nlp, etl, docker, kubernetes, communication, power bi, streamlit. Education level: high_school."
C0170,Candidate_170,2,phd,sql;spark;python;communication;machine learning;streamlit;aws,"Candidate Candidate_170 has 2 years of experience. Primary skills include sql, spark, python, communication, machine learning, streamlit, aws. Education level: phd."
C0171,Candidate_171,2,phd,etl;spark;tableau;deep learning;git;python;aws;machine learning,"Candidate Candidate_171 has 2 years of experience. Primary skills include etl, spark, tableau, deep learning, git, python, aws, machine learning. Education level: phd."
C0172,Candidate_172,2,high_school,statistics;machine learning;spark;deep learning;docker;azure;tableau;communication;kubernetes,"Candidate Candidate_172 has 2 years of experience. Primary skills include statistics, machine learning, spark, deep learning, docker, azure, tableau, communication, kubernetes. Education level: high_school."
C0173,Candidate_173,4,high_school,tableau;power bi;docker;streamlit;aws;sql;kubernetes,"Candidate Candidate_173 has 4 years of experience. Primary skills include tableau, power bi, docker, streamlit, aws, sql, kubernetes. Education level: high_school."
C0174,Candidate_174,5,master,project management;azure;statistics;fastapi;nlp;deep learning;sql;machine learning,"Candidate Candidate_174 has 5 years of experience. Primary skills include project management, azure, statistics, fastapi, nlp, deep learning, sql, machine learning. Education level: master."
C0175,Candidate_175,5,phd,aws;nlp;machine learning;git;leadership,"Candidate Candidate_175 has 5 years of experience. Primary skills include aws, nlp, machine learning, git, leadership. Education level: phd."
C0176,Candidate_176,6,phd,streamlit;communication;power bi;fastapi;nlp;docker;sql;git,"Candidate Candidate_176 has 6 years of experience. Primary skills include streamlit, communication, power bi, fastapi, nlp, docker, sql, git. Education level: phd."
C0177,Candidate_177,4,high_school,tableau;kubernetes;sql;statistics;machine learning;nlp;docker;spark;python,"Candidate Candidate_177 has 4 years of experience. Primary skills include tableau, kubernetes, sql, statistics, machine learning, nlp, docker, spark, python. Education level: high_school."
C0178,Candidate_178,7,high_school,tableau;machine learning;streamlit;project management;etl;docker,"Candidate Candidate_178 has 7 years of experience. Primary skills include tableau, machine learning, streamlit, project management, etl, docker. Education level: high_school."
C0179,Candidate_179,3,high_school,streamlit;azure;power bi;leadership;nlp;python;docker,"Candidate Candidate_179 has 3 years of experience. Primary skills include streamlit, azure, power bi, leadership, nlp, python, docker. Education level: high_school."
C0180,Candidate_180,10,phd,machine learning;project management;aws;sql;docker;statistics,"Candidate Candidate_180 has 10 years of experience. Primary skills include machine learning, project management, aws, sql, docker, statistics. Education level: phd."
C0181,Candidate_181,5,phd,project management;git;aws;statistics;streamlit;communication;nlp,"Candidate Candidate_181 has 5 years of experience. Primary skills include project management, git, aws, statistics, streamlit, communication, nlp. Education level: phd."
C0182,Candidate_182,2,phd,power bi;sql;git;machine learning;fastapi;streamlit;kubernetes,"Candidate Candidate_182 has 2 years of experience. Primary skills include power bi, sql, git, machine learning, fastapi, streamlit, kubernetes. Education level: phd."
C0183,Candidate_183,2,master,kubernetes;nlp;power bi;machine learning;streamlit;communication,"Candidate Candidate_183 has 2 years of experience. Primary skills include kubernetes, nlp, power bi, machine learning, streamlit, communication. Education level: master."
C0184,Candidate_184,5,master,etl;nlp;machine learning;tableau;git;power bi,"Candidate Candidate_184 has 5 years of experience. Primary skills include etl, nlp, machine learning, tableau, git, power bi. Education level: master."
C0185,Candidate_185,4,high_school,project management;machine learning;spark;git;statistics,"Candidate Candidate_185 has 4 years of experience. Primary skills include project management, machine learning, spark, git, statistics. Education level: high_school."
C0186,Candidate_186,6,bachelor,tableau;aws;azure;power bi;leadership;deep learning,"Candidate Candidate_186 has 6 years of experience. Primary skills include tableau, aws, azure, power bi, leadership, deep learning. Education level: bachelor."
C0187,Candidate_187,5,master,nlp;machine learning;tableau;deep learning;sql,"Candidate Candidate_187 has 5 years of experience. Primary skills include nlp, machine learning, tableau, deep learning, sql. Education level: master."
C0188,Candidate_188,4,bachelor,nlp;etl;git;aws;project management;spark;statistics;streamlit,"Candidate Candidate_188 has 4 years of experience. Primary skills include nlp, etl, git, aws, project management, spark, statistics, streamlit. Education level: bachelor."
C0189,Candidate_189,2,phd,communication;sql;spark;statistics;docker;leadership;tableau;nlp;project management,"Candidate Candidate_189 has 2 years of experience. Primary skills include communication, sql, spark, statistics, docker, leadership, tableau, nlp, project management. Education level: phd."
C0190,Candidate_190,1,master,fastapi;docker;tableau;leadership;azure,"Candidate Candidate_190 has 1 years of experience. Primary skills include fastapi, docker, tableau, leadership, azure. Education level: master."
C0191,Candidate_191,3,bachelor,streamlit;communication;git;tableau;etl;kubernetes;fastapi;azure;machine learning,"Candidate Candidate_191 has 3 years of experience. Primary skills include streamlit, communication, git, tableau, etl, kubernetes, fastapi, azure, machine learning. Education level: bachelor."
C0192,Candidate_192,6,high_school,nlp;kubernetes;sql;leadership;statistics;streamlit;fastapi;project management,"Candidate Candidate_192 has 6 years of experience. Primary skills include nlp, kubernetes, sql, leadership, statistics, streamlit, fastapi, project management. Education level: high_school."
C0193,Candidate_193,4,phd,machine learning;aws;kubernetes;communication;nlp;spark,"Candidate Candidate_193 has 4 years of experience. Primary skills include machine learning, aws, kubernetes, communication, nlp, spark. Education level: phd."
C0194,Candidate_194,1,phd,docker;communication;statistics;python,"Candidate Candidate_194 has 1 years of experience. Primary skills include docker, communication, statistics, python. Education level: phd."
C0195,Candidate_195,4,phd,etl;project management;statistics;docker,"Candidate Candidate_195 has 4 years of experience. Primary skills include etl, project management, statistics, docker. Education level: phd."
C0196,Candidate_196,5,high_school,statistics;docker;python;power bi,"Candidate Candidate_196 has 5 years of experience. Primary skills include statistics, docker, python, power bi. Education level: high_school."
C0197,Candidate_197,2,bachelor,power bi;nlp;streamlit;sql;tableau;communication;spark;docker;statistics,"Candidate Candidate_197 has 2 years of experience. Primary skills include power bi, nlp, streamlit, sql, tableau, communication, spark, docker, statistics. Education level: bachelor."
C0198,Candidate_198,4,phd,leadership;communication;python;machine learning;fastapi;nlp;deep learning;project management;kubernetes,"Candidate Candidate_198 has 4 years of experience. Primary skills include leadership, communication, python, machine learning, fastapi, nlp, deep learning, project management, kubernetes. Education level: phd."
C0199,Candidate_199,4,high_school,tableau;docker;git;deep learning,"Candidate Candidate_199 has 4 years of experience. Primary skills include tableau, docker, git, deep learning. Education level: high_school."
C0200,Candidate_200,1,high_school,spark;communication;machine learning;deep learning;leadership,"Candidate Candidate_200 has 1 years of experience. Primary skills include spark, communication, machine learning, deep learning, leadership. Education level: high_school."
C0201,Candidate_201,5,bachelor,project management;streamlit;docker;nlp;tableau;azure;python;leadership;aws,"Candidate Candidate_201 has 5 years of experience. Primary skills include project management, streamlit, docker, nlp, tableau, azure, python, leadership, aws. Education level: bachelor."
C0202,Candidate_202,5,high_school,spark;aws;machine learning;project management;statistics;sql;kubernetes;git,"Candidate Candidate_202 has 5 years of experience. Primary skills include spark, aws, machine learning, project management, statistics, sql, kubernetes, git. Education level: high_school."
C0203,Candidate_203,6,master,leadership;sql;etl;statistics;kubernetes;project management;python,"Candidate Candidate_203 has 6 years of experience. Primary skills include leadership, sql, etl, statistics, kubernetes, project management, python. Education level: master."
C0204,Candidate_204,6,bachelor,statistics;docker;deep learning;power bi,"Candidate Candidate_204 has 6 years of experience. Primary skills include statistics, docker, deep learning, power bi. Education level: bachelor."
C0205,Candidate_205,1,phd,statistics;fastapi;power bi;aws,"Candidate Candidate_205 has 1 years of experience. Primary skills include statistics, fastapi, power bi, aws. Education level: phd."
C0206,Candidate_206,2,bachelor,leadership;aws;nlp;machine learning;communication;python;fastapi;deep learning;git,"Candidate Candidate_206 has 2 years of experience. Primary skills include leadership, aws, nlp, machine learning, communication, python, fastapi, deep learning, git. Education level: bachelor."
C0207,Candidate_207,5,phd,power bi;tableau;project management;etl,"Candidate Candidate_207 has 5 years of experience. Primary skills include power bi, tableau, project management, etl. Education level: phd."
C0208,Candidate_208,5,master,sql;azure;tableau;statistics;git;spark,"Candidate Candidate_208 has 5 years of experience. Primary skills include sql, azure, tableau, statistics, git, spark. Education level: master."
C0209,Candidate_209,5,phd,deep learning;statistics;spark;etl;communication;leadership,"Candidate Candidate_209 has 5 years of experience. Primary skills include deep learning, statistics, spark, etl, communication, leadership. Education level: phd."
C0210,Candidate_210,12,high_school,aws;leadership;streamlit;statistics;kubernetes;etl,"Candidate Candidate_210 has 12 years of experience. Primary skills include aws, leadership, streamlit, statistics, kubernetes, etl. Education level: high_school."
C0211,Candidate_211,5,master,spark;machine learning;git;aws;tableau;project management;sql;fastapi;communication,"Candidate Candidate_211 has 5 years of experience. Primary skills include spark, machine learning, git, aws, tableau, project management, sql, fastapi, communication. Education level: master."
C0212,Candidate_212,6,high_school,communication;spark;aws;git;statistics;docker,"Candidate Candidate_212 has 6 years of experience. Primary skills include communication, spark, aws, git, statistics, docker. Education level: high_school."
C0213,Candidate_213,6,bachelor,statistics;spark;kubernetes;sql;machine learning;power bi;communication;azure;aws,"Candidate Candidate_213 has 6 years of experience. Primary skills include statistics, spark, kubernetes, sql, machine learning, power bi, communication, azure, aws. Education level: bachelor."
C0214,Candidate_214,5,high_school,nlp;communication;sql;git,"Candidate Candidate_214 has 5 years of experience. Primary skills include nlp, communication, sql, git. Education level: high_school."
C0215,Candidate_215,3,phd,statistics;git;etl;sql;nlp,"Candidate Candidate_215 has 3 years of experience. Primary skills include statistics, git, etl, sql, nlp. Education level: phd."
C0216,Candidate_216,6,master,statistics;communication;machine learning;nlp;git;azure,"Candidate Candidate_216 has 6 years of experience. Primary skills include statistics, communication, machine learning, nlp, git, azure. Education level: master."
C0217,Candidate_217,2,high_school,kubernetes;docker;deep learning;python;aws;streamlit;git;azure;spark,"Candidate Candidate_217 has 2 years of experience. Primary skills include kubernetes, docker, deep learning, python, aws, streamlit, git, azure, spark. Education level: high_school."
C0218,Candidate_218,3,high_school,kubernetes;communication;azure;tableau;leadership;deep learning,"Candidate Candidate_218 has 3 years of experience. Primary skills include kubernetes, communication, azure, tableau, leadership, deep learning. Education level: high_school."
C0219,Candidate_219,3,master,machine learning;communication;aws;streamlit;git,"Candidate Candidate_219 has 3 years of experience. Primary skills include machine learning, communication, aws, streamlit, git. Education level: master."
C0220,Candidate_220,4,bachelor,statistics;machine learning;fastapi;tableau;project management;spark;streamlit;git;etl,"Candidate Candidate_220 has 4 years of experience. Primary skills include statistics, machine learning, fastapi, tableau, project management, spark, streamlit, git, etl. Education level: bachelor."
